"","Year","Award","Winner","Nominee"
"8797","1941 ","Actor -- Supporting Role","NO","Sergeant York "
"8798","1941 ","Actor -- Supporting Role","NO","The Devil and Miss Jones "
"8799","1941 ","Actor -- Supporting Role","YES","How Green Was My Valley "
"8800","1941 ","Actor -- Supporting Role","NO","Here Comes Mr. Jordan "
"8801","1941 ","Actor -- Supporting Role","NO","The Maltese Falcon "
"8802","1941 ","Actress -- Leading Role","NO","The Little Foxes "
"8803","1941 ","Actress -- Leading Role","NO","Hold Back the Dawn "
"8804","1941 ","Actress -- Leading Role","YES","Suspicion "
"8805","1941 ","Actress -- Leading Role","NO","Blossoms in the Dust "
"8806","1941 ","Actress -- Leading Role","NO","Ball of Fire "
"8807","1941 ","Actress -- Supporting Role","NO","How Green Was My Valley "
"8808","1941 ","Actress -- Supporting Role","YES","The Great Lie "
"8809","1941 ","Actress -- Supporting Role","NO","The Little Foxes "
"8810","1941 ","Actress -- Supporting Role","NO","The Little Foxes "
"8811","1941 ","Actress -- Supporting Role","NO","Sergeant York "
"8812","1941 ","Art Direction","NO","Citizen Kane"
"8813","1941 ","Art Direction","NO","The Flame of New Orleans"
"8814","1941 ","Art Direction","NO","Hold Back the Dawn"
"8815","1941 ","Art Direction","YES","How Green Was My Valley"
"8816","1941 ","Art Direction","NO","Ladies in Retirement"
"8817","1941 ","Art Direction","NO","The Little Foxes"
"8818","1941 ","Art Direction","NO","Sergeant York"
"8819","1941 ","Art Direction","NO","Sis Hopkins[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Nomination withdrawn by Republic Studios.]"
"8820","1941 ","Art Direction","NO","The Son of Monte Cristo"
"8821","1941 ","Art Direction","NO","Sundown"
"8822","1941 ","Art Direction","NO","That Hamilton Woman"
"8823","1941 ","Art Direction","NO","When Ladies Meet"
"8824","1941 ","Art Direction","NO","Blood and Sand"
"8825","1941 ","Art Direction","YES","Blossoms in the Dust"
"8826","1941 ","Art Direction","NO","Louisiana Purchase"
"8827","1941 ","Cinematography","NO","The Chocolate Soldier"
"8828","1941 ","Cinematography","NO","Citizen Kane"
"8829","1941 ","Cinematography","NO","Dr. Jekyll and Mr. Hyde"
"8830","1941 ","Cinematography","NO","Here Comes Mr. Jordan"
"8831","1941 ","Cinematography","NO","Hold Back the Dawn"
"8832","1941 ","Cinematography","YES","How Green Was My Valley"
"8833","1941 ","Cinematography","NO","Sergeant York"
"8834","1941 ","Cinematography","NO","Sun Valley Serenade"
"8835","1941 ","Cinematography","NO","Sundown"
"8836","1941 ","Cinematography","NO","That Hamilton Woman"
"8837","1941 ","Cinematography","NO","Aloma of the South Seas"
"8838","1941 ","Cinematography","NO","Billy the Kid"
"8839","1941 ","Cinematography","YES","Blood and Sand"
"8840","1941 ","Cinematography","NO","Blossoms in the Dust"
"8841","1941 ","Cinematography","NO","Dive Bomber"
"8842","1941 ","Cinematography","NO","Louisiana Purchase"
"8843","1941 ","Directing","NO","Citizen Kane"
"8844","1941 ","Directing","NO","Here Comes Mr. Jordan"
"8845","1941 ","Directing","YES","How Green Was My Valley"
"8846","1941 ","Directing","NO","The Little Foxes"
"8847","1941 ","Directing","NO","Sergeant York"
"8861","1941 ","Film Editing","NO","Citizen Kane"
"8862","1941 ","Film Editing","NO","Dr. Jekyll and Mr. Hyde"
"8863","1941 ","Film Editing","NO","How Green Was My Valley"
"8864","1941 ","Film Editing","NO","The Little Foxes"
"8865","1941 ","Film Editing","YES","Sergeant York"
"8866","1941 ","Music (Scoring)","YES","All That Money Can Buy"
"8867","1941 ","Music (Scoring)","NO","Back Street"
"8868","1941 ","Music (Scoring)","NO","Ball of Fire"
"8869","1941 ","Music (Scoring)","NO","Cheers for Miss Bishop"
"8870","1941 ","Music (Scoring)","NO","Citizen Kane"
"8871","1941 ","Music (Scoring)","NO","Dr. Jekyll and Mr. Hyde"
"8872","1941 ","Music (Scoring)","NO","Hold Back the Dawn"
"8873","1941 ","Music (Scoring)","NO","How Green Was My Valley"
"8874","1941 ","Music (Scoring)","NO","King of the Zombies"
"8875","1941 ","Music (Scoring)","NO","Ladies in Retirement"
"8876","1941 ","Music (Scoring)","NO","The Little Foxes"
"8877","1941 ","Music (Scoring)","NO","Lydia"
"8878","1941 ","Music (Scoring)","NO","Mercy Island"
"8879","1941 ","Music (Scoring)","NO","Sergeant York"
"8880","1941 ","Music (Scoring)","NO","So Ends Our Night"
"8881","1941 ","Music (Scoring)","NO","Sundown"
"8882","1941 ","Music (Scoring)","NO","Suspicion"
"8883","1941 ","Music (Scoring)","NO","Tanks a Million"
"8884","1941 ","Music (Scoring)","NO","That Uncertain Feeling"
"8885","1941 ","Music (Scoring)","NO","This Woman Is Mine"
"8886","1941 ","Music (Scoring)","NO","All-American Co-Ed"
"8887","1941 ","Music (Scoring)","NO","Birth of the Blues"
"8888","1941 ","Music (Scoring)","NO","Buck Privates"
"8889","1941 ","Music (Scoring)","NO","The Chocolate Soldier"
"8890","1941 ","Music (Scoring)","YES","Dumbo"
"8891","1941 ","Music (Scoring)","NO","Ice-Capades"
"8892","1941 ","Music (Scoring)","NO","The Strawberry Blonde"
"8893","1941 ","Music (Scoring)","NO","Sun Valley Serenade"
"8894","1941 ","Music (Scoring)","NO","Sunny"
"8895","1941 ","Music (Scoring)","NO","You'll Never Get Rich"
"8896","1941 ","Music (Song)","NO","Dumbo"
"8897","1941 ","Music (Song)","NO","Ridin' on a Rainbow"
"8898","1941 ","Music (Song)","NO","Blues in the Night"
"8899","1941 ","Music (Song)","NO","Buck Privates"
"8900","1941 ","Music (Song)","NO","Sun Valley Serenade"
"8901","1941 ","Music (Song)","NO","Las Vegas Nights"
"8902","1941 ","Music (Song)","YES","Lady Be Good"
"8903","1941 ","Music (Song)","NO","All-American Co-Ed"
"8904","1941 ","Music (Song)","NO","You'll Never Get Rich"
"8905","1941 ","Best Picture","NO","Blossoms in the Dust"
"8906","1941 ","Best Picture","NO","Citizen Kane"
"8907","1941 ","Best Picture","NO","Here Comes Mr. Jordan"
"8908","1941 ","Best Picture","NO","Hold Back the Dawn"
"8909","1941 ","Best Picture","YES","How Green Was My Valley"
"8910","1941 ","Best Picture","NO","The Little Foxes"
"8911","1941 ","Best Picture","NO","The Maltese Falcon"
"8912","1941 ","Best Picture","NO","One Foot in Heaven"
"8913","1941 ","Best Picture","NO","Sergeant York"
"8914","1941 ","Best Picture","NO","Suspicion"
"8937","1941 ","Sound","NO","Appointment for Love"
"8938","1941 ","Sound","NO","Ball of Fire"
"8939","1941 ","Sound","NO","The Chocolate Soldier"
"8940","1941 ","Sound","NO","Citizen Kane"
"8941","1941 ","Sound","NO","The Devil Pays Off"
"8942","1941 ","Sound","NO","How Green Was My Valley"
"8943","1941 ","Sound","NO","The Men in Her Life"
"8944","1941 ","Sound","NO","Sergeant York"
"8945","1941 ","Sound","NO","Skylark"
"8946","1941 ","Sound","YES","That Hamilton Woman"
"8947","1941 ","Sound","NO","Topper Returns"
"8948","1941 ","Writing","YES","Citizen Kane"
"8949","1941 ","Writing","NO","The Devil and Miss Jones"
"8950","1941 ","Writing","NO","Sergeant York"
"8951","1941 ","Writing","NO","Tall, Dark and Handsome"
"8952","1941 ","Writing","NO","Tom, Dick and Harry"
"8953","1941 ","Writing","NO","Ball of Fire"
"8954","1941 ","Writing","YES","Here Comes Mr. Jordan"
"8955","1941 ","Writing","NO","The Lady Eve"
"8956","1941 ","Writing","NO","Meet John Doe"
"8957","1941 ","Writing","NO","Night Train"
"8958","1941 ","Writing","YES","Here Comes Mr. Jordan"
"8959","1941 ","Writing","NO","Hold Back the Dawn"
"8960","1941 ","Writing","NO","How Green Was My Valley"
"8961","1941 ","Writing","NO","The Little Foxes"
"8962","1941 ","Writing","NO","The Maltese Falcon"
"8984","1940 ","Actor -- Leading Role","NO","The Great Dictator "
"8985","1940 ","Actor -- Leading Role","NO","The Grapes of Wrath "
"8986","1940 ","Actor -- Leading Role","NO","Abe Lincoln in Illinois "
"8987","1940 ","Actor -- Leading Role","NO","Rebecca "
"8988","1940 ","Actor -- Leading Role","YES","The Philadelphia Story "
"8989","1940 ","Actor -- Supporting Role","NO","Foreign Correspondent "
"8990","1940 ","Actor -- Supporting Role","YES","The Westerner "
"8991","1940 ","Actor -- Supporting Role","NO","They Knew What They Wanted "
"8992","1940 ","Actor -- Supporting Role","NO","The Great Dictator "
"8993","1940 ","Actor -- Supporting Role","NO","The Letter "
"8994","1940 ","Actress -- Leading Role","NO","The Letter "
"8995","1940 ","Actress -- Leading Role","NO","Rebecca "
"8996","1940 ","Actress -- Leading Role","NO","The Philadelphia Story "
"8997","1940 ","Actress -- Leading Role","YES","Kitty Foyle "
"8998","1940 ","Actress -- Leading Role","NO","Our Town "
"8999","1940 ","Actress -- Supporting Role","NO","Rebecca "
"9000","1940 ","Actress -- Supporting Role","YES","The Grapes of Wrath "
"9001","1940 ","Actress -- Supporting Role","NO","The Philadelphia Story "
"9002","1940 ","Actress -- Supporting Role","NO","All This, and Heaven Too "
"9003","1940 ","Actress -- Supporting Role","NO","Primrose Path "
"9004","1940 ","Art Direction","NO","Arise, My Love"
"9005","1940 ","Art Direction","NO","Arizona"
"9006","1940 ","Art Direction","NO","The Boys from Syracuse"
"9007","1940 ","Art Direction","NO","The Dark Command"
"9008","1940 ","Art Direction","NO","Foreign Correspondent"
"9009","1940 ","Art Direction","NO","Lillian Russell"
"9010","1940 ","Art Direction","NO","My Favorite Wife"
"9011","1940 ","Art Direction","NO","My Son, My Son!"
"9012","1940 ","Art Direction","NO","Our Town"
"9013","1940 ","Art Direction","YES","Pride and Prejudice"
"9014","1940 ","Art Direction","NO","Rebecca"
"9015","1940 ","Art Direction","NO","The Sea Hawk"
"9016","1940 ","Art Direction","NO","The Westerner"
"9017","1940 ","Art Direction","NO","Bitter Sweet"
"9018","1940 ","Art Direction","NO","Down Argentine Way"
"9019","1940 ","Art Direction","NO","North West Mounted Police"
"9020","1940 ","Art Direction","YES","The Thief of Bagdad"
"9021","1940 ","Cinematography","NO","Abe Lincoln in Illinois"
"9022","1940 ","Cinematography","NO","All This, and Heaven Too"
"9023","1940 ","Cinematography","NO","Arise, My Love"
"9024","1940 ","Cinematography","NO","Boom Town"
"9025","1940 ","Cinematography","NO","Foreign Correspondent"
"9026","1940 ","Cinematography","NO","The Letter"
"9027","1940 ","Cinematography","NO","The Long Voyage Home"
"9028","1940 ","Cinematography","YES","Rebecca"
"9029","1940 ","Cinematography","NO","Spring Parade"
"9030","1940 ","Cinematography","NO","Waterloo Bridge"
"9031","1940 ","Cinematography","NO","Bitter Sweet"
"9032","1940 ","Cinematography","NO","The Blue Bird"
"9033","1940 ","Cinematography","NO","Down Argentine Way"
"9034","1940 ","Cinematography","NO","North West Mounted Police"
"9035","1940 ","Cinematography","NO","Northwest Passage"
"9036","1940 ","Cinematography","YES","The Thief of Bagdad"
"9037","1940 ","Directing","YES","The Grapes of Wrath"
"9038","1940 ","Directing","NO","Kitty Foyle"
"9039","1940 ","Directing","NO","The Letter"
"9040","1940 ","Directing","NO","The Philadelphia Story"
"9041","1940 ","Directing","NO","Rebecca"
"9042","1940 ","Film Editing","NO","The Grapes of Wrath"
"9043","1940 ","Film Editing","NO","The Letter"
"9044","1940 ","Film Editing","NO","The Long Voyage Home"
"9045","1940 ","Film Editing","YES","North West Mounted Police"
"9046","1940 ","Film Editing","NO","Rebecca"
"9047","1940 ","Music (Scoring)","NO","Arizona"
"9048","1940 ","Music (Scoring)","NO","The Dark Command"
"9049","1940 ","Music (Scoring)","NO","The Fight for Life"
"9050","1940 ","Music (Scoring)","NO","The Great Dictator"
"9051","1940 ","Music (Scoring)","NO","The House of the Seven Gables"
"9052","1940 ","Music (Scoring)","NO","The Howards of Virginia"
"9053","1940 ","Music (Scoring)","NO","The Letter"
"9054","1940 ","Music (Scoring)","NO","The Long Voyage Home"
"9055","1940 ","Music (Scoring)","NO","The Mark of Zorro"
"9056","1940 ","Music (Scoring)","NO","My Favorite Wife"
"9057","1940 ","Music (Scoring)","NO","North West Mounted Police"
"9058","1940 ","Music (Scoring)","NO","One Million B.C."
"9059","1940 ","Music (Scoring)","NO","Our Town"
"9060","1940 ","Music (Scoring)","YES","Pinocchio"
"9061","1940 ","Music (Scoring)","NO","Rebecca"
"9062","1940 ","Music (Scoring)","NO","The Thief of Bagdad"
"9063","1940 ","Music (Scoring)","NO","Waterloo Bridge"
"9064","1940 ","Music (Scoring)","NO","Arise, My Love"
"9065","1940 ","Music (Scoring)","NO","Hit Parade of 1941"
"9066","1940 ","Music (Scoring)","NO","Irene"
"9067","1940 ","Music (Scoring)","NO","Our Town"
"9068","1940 ","Music (Scoring)","NO","The Sea Hawk"
"9069","1940 ","Music (Scoring)","NO","Second Chorus"
"9070","1940 ","Music (Scoring)","NO","Spring Parade"
"9071","1940 ","Music (Scoring)","NO","Strike Up the Band"
"9072","1940 ","Music (Scoring)","YES","Tin Pan Alley"
"9073","1940 ","Music (Song)","NO","Down Argentine Way"
"9074","1940 ","Music (Song)","NO","You'll Find Out"
"9075","1940 ","Music (Song)","NO","Music in My Heart"
"9076","1940 ","Music (Song)","NO","Second Chorus"
"9077","1940 ","Music (Song)","NO","Rhythm on the River"
"9078","1940 ","Music (Song)","NO","Strike Up the Band"
"9079","1940 ","Music (Song)","NO","Spring Parade"
"9080","1940 ","Music (Song)","YES","Pinocchio"
"9081","1940 ","Music (Song)","NO","Hit Parade of 1941"
"9082","1940 ","Best Picture","NO","All This, and Heaven Too"
"9083","1940 ","Best Picture","NO","Foreign Correspondent"
"9084","1940 ","Best Picture","NO","The Grapes of Wrath"
"9085","1940 ","Best Picture","NO","The Great Dictator"
"9086","1940 ","Best Picture","NO","Kitty Foyle"
"9087","1940 ","Best Picture","NO","The Letter"
"9088","1940 ","Best Picture","NO","The Long Voyage Home"
"9089","1940 ","Best Picture","NO","Our Town"
"9090","1940 ","Best Picture","NO","The Philadelphia Story"
"9091","1940 ","Best Picture","YES","Rebecca"
"9102","1940 ","Sound","NO","Behind the News"
"9103","1940 ","Sound","NO","Captain Caution"
"9104","1940 ","Sound","NO","The Grapes of Wrath"
"9105","1940 ","Sound","NO","The Howards of Virginia"
"9106","1940 ","Sound","NO","Kitty Foyle"
"9107","1940 ","Sound","NO","North West Mounted Police"
"9108","1940 ","Sound","NO","Our Town"
"9109","1940 ","Sound","NO","The Sea Hawk"
"9110","1940 ","Sound","NO","Spring Parade"
"9111","1940 ","Sound","YES","Strike Up the Band"
"9112","1940 ","Sound","NO","Too Many Husbands"
"9113","1940 ","Writing","NO","Angels over Broadway"
"9114","1940 ","Writing","NO","Dr. Ehrlich's Magic Bullet"
"9115","1940 ","Writing","NO","Foreign Correspondent"
"9116","1940 ","Writing","NO","The Great Dictator"
"9117","1940 ","Writing","YES","The Great McGinty"
"9118","1940 ","Writing","YES","Arise, My Love"
"9119","1940 ","Writing","NO","Comrade X"
"9120","1940 ","Writing","NO","Edison, the Man"
"9121","1940 ","Writing","NO","My Favorite Wife"
"9122","1940 ","Writing","NO","The Westerner"
"9123","1940 ","Writing","NO","The Grapes of Wrath"
"9124","1940 ","Writing","NO","Kitty Foyle"
"9125","1940 ","Writing","NO","The Long Voyage Home"
"9126","1940 ","Writing","YES","The Philadelphia Story"
"9127","1940 ","Writing","NO","Rebecca"
"9146","1939 ","Actor -- Leading Role","YES","Goodbye, Mr. Chips "
"9147","1939 ","Actor -- Leading Role","NO","Gone with the Wind "
"9148","1939 ","Actor -- Leading Role","NO","Wuthering Heights "
"9149","1939 ","Actor -- Leading Role","NO","Babes in Arms "
"9150","1939 ","Actor -- Leading Role","NO","Mr. Smith Goes to Washington "
"9151","1939 ","Actor -- Supporting Role","NO","Juarez "
"9152","1939 ","Actor -- Supporting Role","NO","Mr. Smith Goes to Washington "
"9153","1939 ","Actor -- Supporting Role","NO","Beau Geste "
"9154","1939 ","Actor -- Supporting Role","YES","Stagecoach "
"9155","1939 ","Actor -- Supporting Role","NO","Mr. Smith Goes to Washington "
"9156","1939 ","Actress -- Leading Role","NO","Dark Victory "
"9157","1939 ","Actress -- Leading Role","NO","Love Affair "
"9158","1939 ","Actress -- Leading Role","NO","Ninotchka "
"9159","1939 ","Actress -- Leading Role","NO","Goodbye, Mr. Chips "
"9160","1939 ","Actress -- Leading Role","YES","Gone with the Wind "
"9161","1939 ","Actress -- Supporting Role","NO","Gone with the Wind "
"9162","1939 ","Actress -- Supporting Role","NO","Wuthering Heights "
"9163","1939 ","Actress -- Supporting Role","YES","Gone with the Wind "
"9164","1939 ","Actress -- Supporting Role","NO","Drums along the Mohawk "
"9165","1939 ","Actress -- Supporting Role","NO","Love Affair "
"9167","1939 ","Art Direction","NO","Beau Geste"
"9168","1939 ","Art Direction","NO","Captain Fury"
"9169","1939 ","Art Direction","NO","First Love"
"9170","1939 ","Art Direction","YES","Gone with the Wind"
"9171","1939 ","Art Direction","NO","Love Affair"
"9172","1939 ","Art Direction","NO","Man of Conquest"
"9173","1939 ","Art Direction","NO","Mr. Smith Goes to Washington"
"9174","1939 ","Art Direction","NO","The Private Lives of Elizabeth and Essex"
"9175","1939 ","Art Direction","NO","The Rains Came"
"9176","1939 ","Art Direction","NO","Stagecoach"
"9177","1939 ","Art Direction","NO","The Wizard of Oz"
"9178","1939 ","Art Direction","NO","Wuthering Heights"
"9179","1939 ","Cinematography","NO","First Love"
"9180","1939 ","Cinematography","NO","The Great Victor Herbert"
"9181","1939 ","Cinematography","NO","Gunga Din"
"9182","1939 ","Cinematography","NO","Intermezzo"
"9183","1939 ","Cinematography","NO","Juarez"
"9184","1939 ","Cinematography","NO","Lady of the Tropics"
"9185","1939 ","Cinematography","NO","Of Mice and Men"
"9186","1939 ","Cinematography","NO","Only Angels Have Wings"
"9187","1939 ","Cinematography","NO","The Rains Came"
"9188","1939 ","Cinematography","NO","Stagecoach"
"9189","1939 ","Cinematography","YES","Wuthering Heights"
"9190","1939 ","Cinematography","NO","Drums along the Mohawk"
"9191","1939 ","Cinematography","NO","Four Feathers"
"9192","1939 ","Cinematography","YES","Gone with the Wind"
"9193","1939 ","Cinematography","NO","The Mikado"
"9194","1939 ","Cinematography","NO","The Private Lives of Elizabeth and Essex"
"9195","1939 ","Cinematography","NO","The Wizard of Oz"
"9196","1939 ","Directing","YES","Gone with the Wind"
"9197","1939 ","Directing","NO","Goodbye, Mr. Chips"
"9198","1939 ","Directing","NO","Mr. Smith Goes to Washington"
"9199","1939 ","Directing","NO","Stagecoach"
"9200","1939 ","Directing","NO","Wuthering Heights"
"9201","1939 ","Film Editing","YES","Gone with the Wind"
"9202","1939 ","Film Editing","NO","Goodbye, Mr. Chips"
"9203","1939 ","Film Editing","NO","Mr. Smith Goes to Washington"
"9204","1939 ","Film Editing","NO","The Rains Came"
"9205","1939 ","Film Editing","NO","Stagecoach"
"9206","1939 ","Music (Scoring)","NO","Dark Victory"
"9207","1939 ","Music (Scoring)","NO","Eternally Yours"
"9208","1939 ","Music (Scoring)","NO","Golden Boy"
"9209","1939 ","Music (Scoring)","NO","Gone with the Wind"
"9210","1939 ","Music (Scoring)","NO","Gulliver's Travels"
"9211","1939 ","Music (Scoring)","NO","The Man in the Iron Mask"
"9212","1939 ","Music (Scoring)","NO","Man of Conquest"
"9213","1939 ","Music (Scoring)","NO","Nurse Edith Cavell"
"9214","1939 ","Music (Scoring)","NO","Of Mice and Men"
"9215","1939 ","Music (Scoring)","NO","The Rains Came"
"9216","1939 ","Music (Scoring)","YES","The Wizard of Oz"
"9217","1939 ","Music (Scoring)","NO","Wuthering Heights"
"9218","1939 ","Music (Scoring)","NO","Babes in Arms"
"9219","1939 ","Music (Scoring)","NO","First Love"
"9220","1939 ","Music (Scoring)","NO","The Great Victor Herbert"
"9221","1939 ","Music (Scoring)","NO","The Hunchback of Notre Dame"
"9222","1939 ","Music (Scoring)","NO","Intermezzo"
"9223","1939 ","Music (Scoring)","NO","Mr. Smith Goes to Washington"
"9224","1939 ","Music (Scoring)","NO","Of Mice and Men"
"9225","1939 ","Music (Scoring)","NO","The Private Lives of Elizabeth and Essex"
"9226","1939 ","Music (Scoring)","NO","She Married a Cop"
"9227","1939 ","Music (Scoring)","YES","Stagecoach"
"9228","1939 ","Music (Scoring)","NO","Swanee River"
"9229","1939 ","Music (Scoring)","NO","They Shall Have Music"
"9230","1939 ","Music (Scoring)","NO","Way Down South"
"9231","1939 ","Music (Song)","NO","Gulliver's Travels"
"9232","1939 ","Music (Song)","NO","Second Fiddle"
"9233","1939 ","Music (Song)","YES","The Wizard of Oz"
"9234","1939 ","Music (Song)","NO","Love Affair"
"9235","1939 ","Best Picture","NO","Dark Victory"
"9236","1939 ","Best Picture","YES","Gone with the Wind"
"9237","1939 ","Best Picture","NO","Goodbye, Mr. Chips"
"9238","1939 ","Best Picture","NO","Love Affair"
"9239","1939 ","Best Picture","NO","Mr. Smith Goes to Washington"
"9240","1939 ","Best Picture","NO","Ninotchka"
"9241","1939 ","Best Picture","NO","Of Mice and Men"
"9242","1939 ","Best Picture","NO","Stagecoach"
"9243","1939 ","Best Picture","NO","The Wizard of Oz"
"9244","1939 ","Best Picture","NO","Wuthering Heights"
"9256","1939 ","Sound","NO","Balalaika"
"9257","1939 ","Sound","NO","Gone with the Wind"
"9258","1939 ","Sound","NO","Goodbye, Mr. Chips"
"9259","1939 ","Sound","NO","The Great Victor Herbert"
"9260","1939 ","Sound","NO","The Hunchback of Notre Dame"
"9261","1939 ","Sound","NO","Man of Conquest"
"9262","1939 ","Sound","NO","Mr. Smith Goes to Washington"
"9263","1939 ","Sound","NO","Of Mice and Men"
"9264","1939 ","Sound","NO","The Private Lives of Elizabeth and Essex"
"9265","1939 ","Sound","NO","The Rains Came"
"9266","1939 ","Sound","YES","When Tomorrow Comes"
"9267","1939 ","Writing","NO","Bachelor Mother"
"9268","1939 ","Writing","NO","Love Affair"
"9269","1939 ","Writing","YES","Mr. Smith Goes to Washington"
"9270","1939 ","Writing","NO","Ninotchka"
"9271","1939 ","Writing","NO","Young Mr. Lincoln"
"9272","1939 ","Writing","YES","Gone with the Wind"
"9273","1939 ","Writing","NO","Goodbye, Mr. Chips"
"9274","1939 ","Writing","NO","Mr. Smith Goes to Washington"
"9275","1939 ","Writing","NO","Ninotchka"
"9276","1939 ","Writing","NO","Wuthering Heights"
"9299","1938 ","Actor -- Leading Role","NO","Algiers "
"9300","1938 ","Actor -- Leading Role","NO","Angels with Dirty Faces "
"9301","1938 ","Actor -- Leading Role","NO","The Citadel "
"9302","1938 ","Actor -- Leading Role","NO","Pygmalion "
"9303","1938 ","Actor -- Leading Role","YES","Boys Town "
"9304","1938 ","Actor -- Supporting Role","YES","Kentucky "
"9305","1938 ","Actor -- Supporting Role","NO","Four Daughters "
"9306","1938 ","Actor -- Supporting Role","NO","Algiers "
"9307","1938 ","Actor -- Supporting Role","NO","Marie Antoinette "
"9308","1938 ","Actor -- Supporting Role","NO","If I Were King "
"9309","1938 ","Actress -- Leading Role","NO","White Banners "
"9310","1938 ","Actress -- Leading Role","YES","Jezebel "
"9311","1938 ","Actress -- Leading Role","NO","Pygmalion "
"9312","1938 ","Actress -- Leading Role","NO","Marie Antoinette "
"9313","1938 ","Actress -- Leading Role","NO","Three Comrades "
"9314","1938 ","Actress -- Supporting Role","YES","Jezebel "
"9315","1938 ","Actress -- Supporting Role","NO","Of Human Hearts "
"9316","1938 ","Actress -- Supporting Role","NO","Merrily We Live "
"9317","1938 ","Actress -- Supporting Role","NO","You Can't Take It with You "
"9318","1938 ","Actress -- Supporting Role","NO","The Great Waltz "
"9321","1938 ","Art Direction","YES","The Adventures of Robin Hood"
"9322","1938 ","Art Direction","NO","The Adventures of Tom Sawyer"
"9323","1938 ","Art Direction","NO","Alexander's Ragtime Band"
"9324","1938 ","Art Direction","NO","Algiers"
"9325","1938 ","Art Direction","NO","Carefree"
"9326","1938 ","Art Direction","NO","The Goldwyn Follies"
"9327","1938 ","Art Direction","NO","Holiday"
"9328","1938 ","Art Direction","NO","If I Were King"
"9329","1938 ","Art Direction","NO","Mad about Music"
"9330","1938 ","Art Direction","NO","Marie Antoinette"
"9331","1938 ","Art Direction","NO","Merrily We Live"
"9332","1938 ","Cinematography","NO","Algiers"
"9333","1938 ","Cinematography","NO","Army Girl"
"9334","1938 ","Cinematography","NO","The Buccaneer"
"9335","1938 ","Cinematography","YES","The Great Waltz"
"9336","1938 ","Cinematography","NO","Jezebel"
"9337","1938 ","Cinematography","NO","Mad about Music"
"9338","1938 ","Cinematography","NO","Merrily We Live"
"9339","1938 ","Cinematography","NO","Suez"
"9340","1938 ","Cinematography","NO","Vivacious Lady"
"9341","1938 ","Cinematography","NO","You Can't Take It with You"
"9342","1938 ","Cinematography","NO","The Young in Heart"
"9343","1938 ","Cinematography","YES","To Oliver Marsh and Allen Davey for the color cinematography of the Metro-Goldwyn-Mayer production, Sweethearts."
"9344","1938 ","Directing","NO","Angels with Dirty Faces"
"9345","1938 ","Directing","NO","Boys Town"
"9346","1938 ","Directing","NO","The Citadel"
"9347","1938 ","Directing","NO","Four Daughters"
"9348","1938 ","Directing","YES","You Can't Take It with You"
"9349","1938 ","Film Editing","YES","The Adventures of Robin Hood"
"9350","1938 ","Film Editing","NO","Alexander's Ragtime Band"
"9351","1938 ","Film Editing","NO","The Great Waltz"
"9352","1938 ","Film Editing","NO","Test Pilot"
"9353","1938 ","Film Editing","NO","You Can't Take It with You"
"9354","1938 ","Music (Scoring)","YES","The Adventures of Robin Hood"
"9355","1938 ","Music (Scoring)","NO","Army Girl"
"9356","1938 ","Music (Scoring)","NO","Block-Heads"
"9357","1938 ","Music (Scoring)","NO","Blockade"
"9358","1938 ","Music (Scoring)","NO","Breaking the Ice"
"9359","1938 ","Music (Scoring)","NO","The Cowboy and the Lady"
"9360","1938 ","Music (Scoring)","NO","If I Were King"
"9361","1938 ","Music (Scoring)","NO","Marie Antoinette"
"9362","1938 ","Music (Scoring)","NO","Pacific Liner"
"9363","1938 ","Music (Scoring)","NO","Suez"
"9364","1938 ","Music (Scoring)","NO","The Young in Heart"
"9365","1938 ","Music (Scoring)","YES","Alexander's Ragtime Band"
"9366","1938 ","Music (Scoring)","NO","Carefree"
"9367","1938 ","Music (Scoring)","NO","Girls' School"
"9368","1938 ","Music (Scoring)","NO","The Goldwyn Follies"
"9369","1938 ","Music (Scoring)","NO","Jezebel"
"9370","1938 ","Music (Scoring)","NO","Mad about Music"
"9371","1938 ","Music (Scoring)","NO","Storm over Bengal"
"9372","1938 ","Music (Scoring)","NO","Sweethearts"
"9373","1938 ","Music (Scoring)","NO","There Goes My Heart"
"9374","1938 ","Music (Scoring)","NO","Tropic Holiday"
"9375","1938 ","Music (Scoring)","NO","The Young in Heart"
"9376","1938 ","Music (Song)","NO","Mannequin"
"9377","1938 ","Music (Song)","NO","Carefree"
"9378","1938 ","Music (Song)","NO","The Cowboy and the Lady"
"9379","1938 ","Music (Song)","NO","Under Western Stars"
"9380","1938 ","Music (Song)","NO","Going Places"
"9381","1938 ","Music (Song)","NO","Merrily We Live"
"9382","1938 ","Music (Song)","NO","The Lady Objects"
"9383","1938 ","Music (Song)","NO","That Certain Age"
"9384","1938 ","Music (Song)","NO","Alexander's Ragtime Band"
"9385","1938 ","Music (Song)","YES","The Big Broadcast of 1938"
"9386","1938 ","Best Picture","NO","The Adventures of Robin Hood"
"9387","1938 ","Best Picture","NO","Alexander's Ragtime Band"
"9388","1938 ","Best Picture","NO","Boys Town"
"9389","1938 ","Best Picture","NO","The Citadel"
"9390","1938 ","Best Picture","NO","Four Daughters"
"9391","1938 ","Best Picture","NO","Grand Illusion"
"9392","1938 ","Best Picture","NO","Jezebel"
"9393","1938 ","Best Picture","NO","Pygmalion"
