"","Year","Award","Winner","Nominee"
"3941","1979 ","Actor -- Supporting Role","NO","Apocalypse Now "
"3942","1979 ","Actor -- Supporting Role","NO","The Rose "
"3943","1979 ","Actor -- Supporting Role","NO","Kramer vs. Kramer "
"3944","1979 ","Actor -- Supporting Role","NO","The Black Stallion "
"3945","1979 ","Actress -- Leading Role","NO","Starting Over "
"3946","1979 ","Actress -- Leading Role","YES","Norma Rae "
"3947","1979 ","Actress -- Leading Role","NO","The China Syndrome "
"3948","1979 ","Actress -- Leading Role","NO","Chapter Two "
"3949","1979 ","Actress -- Leading Role","NO","The Rose "
"3950","1979 ","Actress -- Supporting Role","NO","Kramer vs. Kramer "
"3951","1979 ","Actress -- Supporting Role","NO","Breaking Away "
"3952","1979 ","Actress -- Supporting Role","NO","Starting Over "
"3953","1979 ","Actress -- Supporting Role","NO","Manhattan "
"3954","1979 ","Actress -- Supporting Role","YES","Kramer vs. Kramer "
"3955","1979 ","Art Direction","NO","Alien"
"3956","1979 ","Art Direction","YES","All That Jazz"
"3957","1979 ","Art Direction","NO","Apocalypse Now"
"3958","1979 ","Art Direction","NO","The China Syndrome"
"3959","1979 ","Art Direction","NO","Star Trek - The Motion Picture"
"3960","1979 ","Cinematography","NO","All That Jazz"
"3961","1979 ","Cinematography","YES","Apocalypse Now"
"3962","1979 ","Cinematography","NO","The Black Hole"
"3963","1979 ","Cinematography","NO","Kramer vs. Kramer"
"3964","1979 ","Cinematography","NO","1941"
"3965","1979 ","Costume Design","NO","Agatha"
"3966","1979 ","Costume Design","YES","All That Jazz"
"3967","1979 ","Costume Design","NO","Butch and Sundance: The Early Days"
"3968","1979 ","Costume Design","NO","The Europeans"
"3969","1979 ","Costume Design","NO","La Cage aux Folles"
"3970","1979 ","Directing","NO","All That Jazz"
"3971","1979 ","Directing","NO","Apocalypse Now"
"3972","1979 ","Directing","NO","Breaking Away"
"3973","1979 ","Directing","YES","Kramer vs. Kramer"
"3974","1979 ","Directing","NO","La Cage aux Folles"
"3985","1979 ","Film Editing","YES","All That Jazz"
"3986","1979 ","Film Editing","NO","Apocalypse Now"
"3987","1979 ","Film Editing","NO","The Black Stallion"
"3988","1979 ","Film Editing","NO","Kramer vs. Kramer"
"3989","1979 ","Film Editing","NO","The Rose"
"3995","1979 ","Music (Scoring)","NO","The Amityville Horror"
"3996","1979 ","Music (Scoring)","NO","The Champ"
"3997","1979 ","Music (Scoring)","YES","A Little Romance"
"3998","1979 ","Music (Scoring)","NO","Star Trek - The Motion Picture"
"3999","1979 ","Music (Scoring)","NO","10"
"4000","1979 ","Music (Scoring)","YES","All That Jazz"
"4001","1979 ","Music (Scoring)","NO","Breaking Away"
"4002","1979 ","Music (Scoring)","NO","The Muppet Movie"
"4003","1979 ","Music (Song)","NO","The Promise"
"4004","1979 ","Music (Song)","YES","Norma Rae"
"4005","1979 ","Music (Song)","NO","10"
"4006","1979 ","Music (Song)","NO","The Muppet Movie"
"4007","1979 ","Music (Song)","NO","Ice Castles"
"4008","1979 ","Best Picture","NO","All That Jazz"
"4009","1979 ","Best Picture","NO","Apocalypse Now"
"4010","1979 ","Best Picture","NO","Breaking Away"
"4011","1979 ","Best Picture","YES","Kramer vs. Kramer"
"4012","1979 ","Best Picture","NO","Norma Rae"
"4021","1979 ","Sound","YES","Apocalypse Now"
"4022","1979 ","Sound","NO","The Electric Horseman"
"4023","1979 ","Sound","NO","Meteor"
"4024","1979 ","Sound","NO","1941"
"4025","1979 ","Sound","NO","The Rose"
"4026","1979 ","Sound Editing","YES","The Black Stallion"
"4027","1979 ","Visual Effects","YES","Alien"
"4028","1979 ","Visual Effects","NO","The Black Hole"
"4029","1979 ","Visual Effects","NO","Moonraker"
"4030","1979 ","Visual Effects","NO","1941"
"4031","1979 ","Visual Effects","NO","Star Trek - The Motion Picture"
"4032","1979 ","Writing","NO","Apocalypse Now"
"4033","1979 ","Writing","YES","Kramer vs. Kramer"
"4034","1979 ","Writing","NO","La Cage aux Folles"
"4035","1979 ","Writing","NO","A Little Romance"
"4036","1979 ","Writing","NO","Norma Rae"
"4037","1979 ","Writing","NO","All That Jazz"
"4038","1979 ","Writing","NO","...And Justice for All"
"4039","1979 ","Writing","YES","Breaking Away"
"4040","1979 ","Writing","NO","The China Syndrome"
"4041","1979 ","Writing","NO","Manhattan"
"4060","1978 ","Actor -- Leading Role","NO","Heaven Can Wait "
"4061","1978 ","Actor -- Leading Role","NO","The Buddy Holly Story "
"4062","1978 ","Actor -- Leading Role","NO","The Deer Hunter "
"4063","1978 ","Actor -- Leading Role","NO","The Boys from Brazil "
"4064","1978 ","Actor -- Leading Role","YES","Coming Home "
"4065","1978 ","Actor -- Supporting Role","NO","Coming Home "
"4066","1978 ","Actor -- Supporting Role","NO","Comes a Horseman "
"4067","1978 ","Actor -- Supporting Role","NO","Midnight Express "
"4068","1978 ","Actor -- Supporting Role","YES","The Deer Hunter "
"4069","1978 ","Actor -- Supporting Role","NO","Heaven Can Wait "
"4070","1978 ","Actress -- Leading Role","NO","Autumn Sonata "
"4071","1978 ","Actress -- Leading Role","NO","Same Time, Next Year "
"4072","1978 ","Actress -- Leading Role","NO","An Unmarried Woman "
"4073","1978 ","Actress -- Leading Role","YES","Coming Home "
"4074","1978 ","Actress -- Leading Role","NO","Interiors "
"4075","1978 ","Actress -- Supporting Role","NO","Heaven Can Wait "
"4076","1978 ","Actress -- Supporting Role","NO","Coming Home "
"4077","1978 ","Actress -- Supporting Role","YES","California Suite "
"4078","1978 ","Actress -- Supporting Role","NO","Interiors "
"4079","1978 ","Actress -- Supporting Role","NO","The Deer Hunter "
"4080","1978 ","Art Direction","NO","The Brink's Job"
"4081","1978 ","Art Direction","NO","California Suite"
"4082","1978 ","Art Direction","YES","Heaven Can Wait"
"4083","1978 ","Art Direction","NO","Interiors"
"4084","1978 ","Art Direction","NO","The Wiz"
"4085","1978 ","Cinematography","YES","Days of Heaven"
"4086","1978 ","Cinematography","NO","The Deer Hunter"
"4087","1978 ","Cinematography","NO","Heaven Can Wait"
"4088","1978 ","Cinematography","NO","Same Time, Next Year"
"4089","1978 ","Cinematography","NO","The Wiz"
"4090","1978 ","Costume Design","NO","Caravans"
"4091","1978 ","Costume Design","NO","Days of Heaven"
"4092","1978 ","Costume Design","YES","Death on the Nile"
"4093","1978 ","Costume Design","NO","The Swarm"
"4094","1978 ","Costume Design","NO","The Wiz"
"4095","1978 ","Directing","NO","Coming Home"
"4096","1978 ","Directing","YES","The Deer Hunter"
"4097","1978 ","Directing","NO","Heaven Can Wait"
"4098","1978 ","Directing","NO","Interiors"
"4099","1978 ","Directing","NO","Midnight Express"
"4110","1978 ","Film Editing","NO","The Boys from Brazil"
"4111","1978 ","Film Editing","NO","Coming Home"
"4112","1978 ","Film Editing","YES","The Deer Hunter"
"4113","1978 ","Film Editing","NO","Midnight Express"
"4114","1978 ","Film Editing","NO","Superman"
"4120","1978 ","Music (Scoring)","YES","The Buddy Holly Story"
"4121","1978 ","Music (Scoring)","NO","Pretty Baby"
"4122","1978 ","Music (Scoring)","NO","The Wiz"
"4123","1978 ","Music (Scoring)","NO","The Boys from Brazil"
"4124","1978 ","Music (Scoring)","NO","Days of Heaven"
"4125","1978 ","Music (Scoring)","NO","Heaven Can Wait"
"4126","1978 ","Music (Scoring)","YES","Midnight Express"
"4127","1978 ","Music (Scoring)","NO","Superman"
"4128","1978 ","Music (Song)","NO","Grease"
"4129","1978 ","Music (Song)","YES","Thank God It's Friday"
"4130","1978 ","Music (Song)","NO","Same Time, Next Year"
"4131","1978 ","Music (Song)","NO","Foul Play"
"4132","1978 ","Music (Song)","NO","The Magic of Lassie"
"4133","1978 ","Best Picture","NO","Coming Home"
"4134","1978 ","Best Picture","YES","The Deer Hunter"
"4135","1978 ","Best Picture","NO","Heaven Can Wait"
"4136","1978 ","Best Picture","NO","Midnight Express"
"4137","1978 ","Best Picture","NO","An Unmarried Woman"
"4145","1978 ","Sound","NO","The Buddy Holly Story"
"4146","1978 ","Sound","NO","Days of Heaven"
"4147","1978 ","Sound","YES","The Deer Hunter"
"4148","1978 ","Sound","NO","Hooper"
"4149","1978 ","Sound","NO","Superman"
"4150","1978 ","Visual Effects","YES","Superman"
"4151","1978 ","Writing","NO","Bloodbrothers"
"4152","1978 ","Writing","NO","California Suite"
"4153","1978 ","Writing","NO","Heaven Can Wait"
"4154","1978 ","Writing","YES","Midnight Express"
"4155","1978 ","Writing","NO","Same Time, Next Year"
"4156","1978 ","Writing","NO","Autumn Sonata"
"4157","1978 ","Writing","YES","Coming Home"
"4158","1978 ","Writing","NO","The Deer Hunter"
"4159","1978 ","Writing","NO","Interiors"
"4160","1978 ","Writing","NO","An Unmarried Woman"
"4180","1977 ","Actor -- Leading Role","NO","Annie Hall "
"4181","1977 ","Actor -- Leading Role","NO","Equus "
"4182","1977 ","Actor -- Leading Role","YES","The Goodbye Girl "
"4183","1977 ","Actor -- Leading Role","NO","A Special Day "
"4184","1977 ","Actor -- Leading Role","NO","Saturday Night Fever "
"4185","1977 ","Actor -- Supporting Role","NO","The Turning Point "
"4186","1977 ","Actor -- Supporting Role","NO","Equus "
"4187","1977 ","Actor -- Supporting Role","NO","Star Wars "
"4188","1977 ","Actor -- Supporting Role","YES","Julia "
"4189","1977 ","Actor -- Supporting Role","NO","Julia "
"4190","1977 ","Actress -- Leading Role","NO","The Turning Point "
"4191","1977 ","Actress -- Leading Role","NO","Julia "
"4192","1977 ","Actress -- Leading Role","YES","Annie Hall "
"4193","1977 ","Actress -- Leading Role","NO","The Turning Point "
"4194","1977 ","Actress -- Leading Role","NO","The Goodbye Girl "
"4195","1977 ","Actress -- Supporting Role","NO","The Turning Point "
"4196","1977 ","Actress -- Supporting Role","NO","The Goodbye Girl "
"4197","1977 ","Actress -- Supporting Role","NO","Close Encounters of the Third Kind "
"4198","1977 ","Actress -- Supporting Role","YES","Julia "
"4199","1977 ","Actress -- Supporting Role","NO","Looking for Mr. Goodbar "
"4200","1977 ","Art Direction","NO","Airport '77"
"4201","1977 ","Art Direction","NO","Close Encounters of the Third Kind"
"4202","1977 ","Art Direction","NO","The Spy Who Loved Me"
"4203","1977 ","Art Direction","YES","Star Wars"
"4204","1977 ","Art Direction","NO","The Turning Point"
"4205","1977 ","Cinematography","YES","Close Encounters of the Third Kind"
"4206","1977 ","Cinematography","NO","Islands in the Stream"
"4207","1977 ","Cinematography","NO","Julia"
"4208","1977 ","Cinematography","NO","Looking for Mr. Goodbar"
"4209","1977 ","Cinematography","NO","The Turning Point"
"4210","1977 ","Costume Design","NO","Airport '77"
"4211","1977 ","Costume Design","NO","Julia"
"4212","1977 ","Costume Design","NO","A Little Night Music"
"4213","1977 ","Costume Design","NO","The Other Side of Midnight"
"4214","1977 ","Costume Design","YES","Star Wars"
"4215","1977 ","Directing","YES","Annie Hall"
"4216","1977 ","Directing","NO","Close Encounters of the Third Kind"
"4217","1977 ","Directing","NO","Julia"
"4218","1977 ","Directing","NO","Star Wars"
"4219","1977 ","Directing","NO","The Turning Point"
"4230","1977 ","Film Editing","NO","Close Encounters of the Third Kind"
"4231","1977 ","Film Editing","NO","Julia"
"4232","1977 ","Film Editing","NO","Smokey and the Bandit"
"4233","1977 ","Film Editing","YES","Star Wars"
