"","Year","Award","Winner","Nominee"
"5308","1968 ","Writing","NO","3172"
"5309","1968 ","Writing","NO","3713"
"5310","1968 ","Writing","NO","1258"
"5311","1968 ","Writing","NO","1719"
"5312","1968 ","Writing","YES","4334"
"5313","1968 ","Writing","NO","19"
"5328","1967 ","Actor -- Leading Role","NO","Bonnie and Clyde "
"5329","1967 ","Actor -- Leading Role","NO","The Graduate "
"5330","1967 ","Actor -- Leading Role","NO","Cool Hand Luke "
"5331","1967 ","Actor -- Leading Role","YES","In the Heat of the Night "
"5332","1967 ","Actor -- Leading Role","NO","Guess Who's Coming to Dinner "
"5333","1967 ","Actor -- Supporting Role","NO","The Dirty Dozen "
"5334","1967 ","Actor -- Supporting Role","NO","Bonnie and Clyde "
"5335","1967 ","Actor -- Supporting Role","NO","Guess Who's Coming to Dinner "
"5336","1967 ","Actor -- Supporting Role","YES","Cool Hand Luke "
"5337","1967 ","Actor -- Supporting Role","NO","Bonnie and Clyde "
"5338","1967 ","Actress -- Leading Role","NO","The Graduate "
"5339","1967 ","Actress -- Leading Role","NO","Bonnie and Clyde "
"5340","1967 ","Actress -- Leading Role","NO","The Whisperers "
"5341","1967 ","Actress -- Leading Role","NO","Wait until Dark "
"5342","1967 ","Actress -- Leading Role","YES","Guess Who's Coming to Dinner "
"5343","1967 ","Actress -- Supporting Role","NO","Thoroughly Modern Millie "
"5344","1967 ","Actress -- Supporting Role","NO","Barefoot in the Park "
"5345","1967 ","Actress -- Supporting Role","YES","Bonnie and Clyde "
"5346","1967 ","Actress -- Supporting Role","NO","Guess Who's Coming to Dinner "
"5347","1967 ","Actress -- Supporting Role","NO","The Graduate "
"5348","1967 ","Art Direction","YES","690"
"5349","1967 ","Art Direction","NO","1080"
"5350","1967 ","Art Direction","NO","1565"
"5351","1967 ","Art Direction","NO","4483"
"5352","1967 ","Art Direction","NO","4623"
"5353","1967 ","Cinematography","YES","580"
"5354","1967 ","Cinematography","NO","690"
"5355","1967 ","Cinematography","NO","1080"
"5356","1967 ","Cinematography","NO","4002"
"5357","1967 ","Cinematography","NO","1797"
"5358","1967 ","Costume Design","NO","580"
"5359","1967 ","Costume Design","YES","690"
"5360","1967 ","Costume Design","NO","4031"
"5361","1967 ","Costume Design","NO","4483"
"5362","1967 ","Costume Design","NO","4623"
"5363","1967 ","Directing","NO","580"
"5364","1967 ","Directing","YES","4002"
"5365","1967 ","Directing","NO","1565"
"5366","1967 ","Directing","NO","1797"
"5367","1967 ","Directing","NO","1803"
"5378","1967 ","Film Editing","NO","438"
"5379","1967 ","Film Editing","NO","3879"
"5380","1967 ","Film Editing","NO","1080"
"5381","1967 ","Film Editing","NO","1565"
"5382","1967 ","Film Editing","YES","1803"
"5388","1967 ","Music (Scoring)","NO","895"
"5389","1967 ","Music (Scoring)","NO","1080"
"5390","1967 ","Music (Scoring)","NO","1270"
"5391","1967 ","Music (Scoring)","NO","1797"
"5392","1967 ","Music (Scoring)","YES","4623"
"5393","1967 ","Music (Scoring)","YES","690"
"5394","1967 ","Music (Scoring)","NO","1080"
"5395","1967 ","Music (Scoring)","NO","1565"
"5396","1967 ","Music (Scoring)","NO","4623"
"5397","1967 ","Music (Scoring)","NO","5747"
"5398","1967 ","Music (Song)","NO","4086"
"5399","1967 ","Music (Song)","NO","415"
"5400","1967 ","Music (Song)","NO","737"
"5401","1967 ","Music (Song)","YES","1080"
"5402","1967 ","Music (Song)","NO","4623"
"5403","1967 ","Best Picture","NO","580"
"5404","1967 ","Best Picture","NO","1080"
"5405","1967 ","Best Picture","NO","4002"
"5406","1967 ","Best Picture","NO","1565"
"5407","1967 ","Best Picture","YES","1803"
"5415","1967 ","Sound","NO","690"
"5416","1967 ","Sound","NO","3879"
"5417","1967 ","Sound","NO","1080"
"5418","1967 ","Sound","YES","1803"
"5419","1967 ","Sound","NO","4623"
"5420","1967 ","Sound Editing","YES","3879"
"5421","1967 ","Sound Editing","NO","1803"
"5422","1967 ","Visual Effects","YES","1080"
"5423","1967 ","Visual Effects","NO","5612"
"5424","1967 ","Writing","NO","895"
"5425","1967 ","Writing","NO","4002"
"5426","1967 ","Writing","NO","1797"
"5427","1967 ","Writing","YES","1803"
"5428","1967 ","Writing","NO","5718"
"5429","1967 ","Writing","NO","580"
"5430","1967 ","Writing","NO","1076"
"5431","1967 ","Writing","YES","1565"
"5432","1967 ","Writing","NO","2167"
"5433","1967 ","Writing","NO","5709"
"5441","1966 ","Actor -- Leading Role","NO","The Russians Are Coming The Russians Are Coming "
"5442","1966 ","Actor -- Leading Role","NO","Who's Afraid of Virginia Woolf? "
"5443","1966 ","Actor -- Leading Role","NO","Alfie "
"5444","1966 ","Actor -- Leading Role","NO","The Sand Pebbles "
"5445","1966 ","Actor -- Leading Role","YES","A Man for All Seasons "
"5446","1966 ","Actor -- Supporting Role","NO","The Sand Pebbles "
"5447","1966 ","Actor -- Supporting Role","NO","Georgy Girl "
"5448","1966 ","Actor -- Supporting Role","YES","The Fortune Cookie "
"5449","1966 ","Actor -- Supporting Role","NO","Who's Afraid of Virginia Woolf? "
"5450","1966 ","Actor -- Supporting Role","NO","A Man for All Seasons "
"5451","1966 ","Actress -- Leading Role","NO","A Man and a Woman "
"5452","1966 ","Actress -- Leading Role","NO","The Shop on Main Street "
"5453","1966 ","Actress -- Leading Role","NO","Georgy Girl "
"5454","1966 ","Actress -- Leading Role","NO","Morgan! "
"5455","1966 ","Actress -- Leading Role","YES","Who's Afraid of Virginia Woolf? "
"5456","1966 ","Actress -- Supporting Role","YES","Who's Afraid of Virginia Woolf? "
"5457","1966 ","Actress -- Supporting Role","NO","A Man for All Seasons "
"5458","1966 ","Actress -- Supporting Role","NO","Hawaii "
"5459","1966 ","Actress -- Supporting Role","NO","Alfie "
"5460","1966 ","Actress -- Supporting Role","NO","You're a Big Boy Now "
"5461","1966 ","Art Direction","NO","3953"
"5462","1966 ","Art Direction","NO","4001"
"5463","1966 ","Art Direction","NO","1853"
"5464","1966 ","Art Direction","NO","2562"
"5465","1966 ","Art Direction","YES","5882"
"5466","1966 ","Art Direction","YES","1268"
"5467","1966 ","Art Direction","NO","1414"
"5468","1966 ","Art Direction","NO","2059"
"5469","1966 ","Art Direction","NO","4268"
"5470","1966 ","Art Direction","NO","4387"
"5471","1966 ","Cinematography","NO","3953"
"5472","1966 ","Cinematography","NO","1462"
"5473","1966 ","Cinematography","NO","1853"
"5474","1966 ","Cinematography","NO","3274"
"5475","1966 ","Cinematography","YES","5882"
"5476","1966 ","Cinematography","NO","1268"
"5477","1966 ","Cinematography","NO","1621"
"5478","1966 ","Cinematography","YES","82"
"5479","1966 ","Cinematography","NO","4336"
"5480","1966 ","Cinematography","NO","4387"
"5481","1966 ","Costume Design","NO","4001"
"5482","1966 ","Costume Design","NO","2400"
"5483","1966 ","Costume Design","NO","2562"
"5484","1966 ","Costume Design","NO","2592"
"5485","1966 ","Costume Design","YES","5882"
"5486","1966 ","Costume Design","NO","1414"
"5487","1966 ","Costume Design","NO","1621"
"5488","1966 ","Costume Design","NO","2059"
"5489","1966 ","Costume Design","YES","82"
"5490","1966 ","Costume Design","NO","4268"
"5491","1966 ","Directing","NO","556"
"5492","1966 ","Directing","NO","80"
"5493","1966 ","Directing","YES","82"
"5494","1966 ","Directing","NO","4336"
"5495","1966 ","Directing","NO","5882"
"5506","1966 ","Film Editing","NO","1268"
"5507","1966 ","Film Editing","YES","1544"
"5508","1966 ","Film Editing","NO","4385"
"5509","1966 ","Film Editing","NO","4387"
"5510","1966 ","Film Editing","NO","5882"
"5516","1966 ","Music (Scoring)","NO","3728"
"5517","1966 ","Music (Scoring)","YES","587"
"5518","1966 ","Music (Scoring)","NO","1621"
"5519","1966 ","Music (Scoring)","NO","4387"
"5520","1966 ","Music (Scoring)","NO","5882"
"5521","1966 ","Music (Scoring)","YES","59"
"5522","1966 ","Music (Scoring)","NO","4001"
"5523","1966 ","Music (Scoring)","NO","3076"
"5524","1966 ","Music (Scoring)","NO","4426"
"5525","1966 ","Music (Scoring)","NO","3509"
"5526","1966 ","Music (Song)","NO","195"
"5527","1966 ","Music (Song)","YES","587"
"5528","1966 ","Music (Song)","NO","1462"
"5529","1966 ","Music (Song)","NO","1621"
"5530","1966 ","Music (Song)","NO","256"
"5531","1966 ","Best Picture","NO","195"
"5532","1966 ","Best Picture","YES","82"
"5533","1966 ","Best Picture","NO","4385"
"5534","1966 ","Best Picture","NO","4387"
"5535","1966 ","Best Picture","NO","5882"
"5542","1966 ","Sound","NO","1414"
"5543","1966 ","Sound","YES","1544"
"5544","1966 ","Sound","NO","1621"
"5545","1966 ","Sound","NO","4387"
"5546","1966 ","Sound","NO","5882"
"5547","1966 ","Sound Editing","NO","1268"
"5548","1966 ","Sound Editing","YES","1544"
"5549","1966 ","Visual Effects","YES","1268"
"5550","1966 ","Visual Effects","NO","1621"
"5551","1966 ","Writing","NO","195"
"5552","1966 ","Writing","YES","82"
"5553","1966 ","Writing","NO","4336"
"5554","1966 ","Writing","NO","4385"
"5555","1966 ","Writing","NO","5882"
"5556","1966 ","Writing","NO","556"
"5557","1966 ","Writing","NO","3953"
"5558","1966 ","Writing","NO","2107"
"5559","1966 ","Writing","YES","80"
"5560","1966 ","Writing","NO","4240"
"5570","1965 ","Actor -- Leading Role","NO","The Spy Who Came In from the Cold "
"5571","1965 ","Actor -- Leading Role","YES","Cat Ballou "
"5572","1965 ","Actor -- Leading Role","NO","Othello "
"5573","1965 ","Actor -- Leading Role","NO","The Pawnbroker "
"5574","1965 ","Actor -- Leading Role","NO","Ship of Fools "
"5575","1965 ","Actor -- Supporting Role","YES","A Thousand Clowns "
"5576","1965 ","Actor -- Supporting Role","NO","The Flight of the Phoenix "
"5577","1965 ","Actor -- Supporting Role","NO","Doctor Zhivago "
"5578","1965 ","Actor -- Supporting Role","NO","Ship of Fools "
"5579","1965 ","Actor -- Supporting Role","NO","Othello "
"5580","1965 ","Actress -- Leading Role","NO","The Sound of Music "
"5581","1965 ","Actress -- Leading Role","YES","Darling "
"5582","1965 ","Actress -- Leading Role","NO","The Collector "
"5583","1965 ","Actress -- Leading Role","NO","A Patch of Blue "
"5584","1965 ","Actress -- Leading Role","NO","Ship of Fools "
"5585","1965 ","Actress -- Supporting Role","NO","Inside Daisy Clover "
"5586","1965 ","Actress -- Supporting Role","NO","Othello "
"5587","1965 ","Actress -- Supporting Role","NO","Othello "
"5588","1965 ","Actress -- Supporting Role","YES","A Patch of Blue "
"5589","1965 ","Actress -- Supporting Role","NO","The Sound of Music "
"5590","1965 ","Art Direction","NO","2121"
"5591","1965 ","Art Direction","NO","93"
"5592","1965 ","Art Direction","YES","3330"
"5593","1965 ","Art Direction","NO","4429"
"5594","1965 ","Art Direction","NO","4448"
"5595","1965 ","Art Direction","NO","3683"
"5596","1965 ","Art Direction","YES","1081"
"5597","1965 ","Art Direction","NO","4022"
"5598","1965 ","Art Direction","NO","1829"
"5599","1965 ","Art Direction","NO","4442"
"5600","1965 ","Cinematography","NO","1798"
"5601","1965 ","Cinematography","NO","2121"
"5602","1965 ","Cinematography","NO","2593"
"5603","1965 ","Cinematography","NO","93"
"5604","1965 ","Cinematography","YES","3330"
"5605","1965 ","Cinematography","NO","3683"
"5606","1965 ","Cinematography","YES","1081"
"5607","1965 ","Cinematography","NO","4016"
"5608","1965 ","Cinematography","NO","4022"
"5609","1965 ","Cinematography","NO","4442"
"5610","1965 ","Costume Design","YES","961"
"5611","1965 ","Costume Design","NO","2593"
"5612","1965 ","Costume Design","NO","103"
"5613","1965 ","Costume Design","NO","3330"
"5614","1965 ","Costume Design","NO","4429"
"5615","1965 ","Costume Design","NO","3683"
"5616","1965 ","Costume Design","YES","1081"
"5617","1965 ","Costume Design","NO","4022"
"5618","1965 ","Costume Design","NO","1829"
"5619","1965 ","Costume Design","NO","4442"
"5620","1965 ","Directing","NO","3814"
"5621","1965 ","Directing","NO","961"
"5622","1965 ","Directing","NO","1081"
"5623","1965 ","Directing","YES","4442"
"5624","1965 ","Directing","NO","5941"
"5635","1965 ","Film Editing","NO","739"
"5636","1965 ","Film Editing","NO","1081"
"5637","1965 ","Film Editing","NO","3948"
"5638","1965 ","Film Editing","NO","4016"
"5639","1965 ","Film Editing","YES","4442"
"5645","1965 ","Music (Scoring)","NO","3683"
"5646","1965 ","Music (Scoring)","YES","1081"
"5647","1965 ","Music (Scoring)","NO","4022"
"5648","1965 ","Music (Scoring)","NO","93"
"5649","1965 ","Music (Scoring)","NO","4527"
"5650","1965 ","Music (Scoring)","NO","739"
"5651","1965 ","Music (Scoring)","NO","4307"
"5652","1965 ","Music (Scoring)","YES","4442"
"5653","1965 ","Music (Scoring)","NO","124"
"5654","1965 ","Music (Scoring)","NO","4527"
"5655","1965 ","Music (Song)","NO","739"
"5656","1965 ","Music (Song)","NO","4527"
"5657","1965 ","Music (Song)","YES","4389"
"5658","1965 ","Music (Song)","NO","4016"
"5659","1965 ","Music (Song)","NO","5845"
"5660","1965 ","Best Picture","NO","961"
"5661","1965 ","Best Picture","NO","1081"
"5662","1965 ","Best Picture","NO","3330"
"5663","1965 ","Best Picture","YES","4442"
"5664","1965 ","Best Picture","NO","124"
"5673","1965 ","Sound","NO","3683"
"5674","1965 ","Sound","NO","1081"
"5675","1965 ","Sound","NO","4016"
"5676","1965 ","Sound","NO","3326"
"5677","1965 ","Sound","YES","4442"
"5678","1965 ","Sound Editing","YES","4016"
"5679","1965 ","Sound Editing","NO","5783"
"5680","1965 ","Visual Effects","NO","4022"
"5681","1965 ","Visual Effects","YES","4639"
"5682","1965 ","Writing","NO","739"
"5683","1965 ","Writing","NO","3814"
"5684","1965 ","Writing","YES","1081"
"5685","1965 ","Writing","NO","3330"
"5686","1965 ","Writing","NO","124"
"5687","1965 ","Writing","NO","732"
"5688","1965 ","Writing","YES","961"
"5689","1965 ","Writing","NO","4624"
"5690","1965 ","Writing","NO","4514"
"5691","1965 ","Writing","NO","4527"
"5697","1964 ","Actor -- Leading Role","NO","Becket "
"5698","1964 ","Actor -- Leading Role","YES","My Fair Lady "
"5699","1964 ","Actor -- Leading Role","NO","Becket "
"5700","1964 ","Actor -- Leading Role","NO","Zorba the Greek "
"5701","1964 ","Actor -- Leading Role","NO","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb "
"5702","1964 ","Actor -- Supporting Role","NO","Becket "
"5703","1964 ","Actor -- Supporting Role","NO","My Fair Lady "
"5704","1964 ","Actor -- Supporting Role","NO","Seven Days in May "
"5705","1964 ","Actor -- Supporting Role","NO","The Best Man "
"5706","1964 ","Actor -- Supporting Role","YES","Topkapi "
"5707","1964 ","Actress -- Leading Role","YES","Mary Poppins "
"5708","1964 ","Actress -- Leading Role","NO","The Pumpkin Eater "
"5709","1964 ","Actress -- Leading Role","NO","Marriage Italian Style "
"5710","1964 ","Actress -- Leading Role","NO","The Unsinkable Molly Brown "
"5711","1964 ","Actress -- Leading Role","NO","Seance on a Wet Afternoon "
"5712","1964 ","Actress -- Supporting Role","NO","My Fair Lady "
"5713","1964 ","Actress -- Supporting Role","NO","The Chalk Garden "
"5714","1964 ","Actress -- Supporting Role","NO","The Night of the Iguana "
"5715","1964 ","Actress -- Supporting Role","YES","Zorba the Greek "
"5716","1964 ","Actress -- Supporting Role","NO","Hush...Hush, Sweet Charlotte "
"5717","1964 ","Art Direction","NO","3688"
"5718","1964 ","Art Direction","NO","1750"
"5719","1964 ","Art Direction","NO","4252"
"5720","1964 ","Art Direction","NO","3301"
"5721","1964 ","Art Direction","YES","6000"
"5722","1964 ","Art Direction","NO","449"
"5723","1964 ","Art Direction","NO","2455"
"5724","1964 ","Art Direction","YES","2647"
"5725","1964 ","Art Direction","NO","4531"
"5726","1964 ","Art Direction","NO","5847"
"5727","1964 ","Cinematography","NO","3688"
"5728","1964 ","Cinematography","NO","1275"
"5729","1964 ","Cinematography","NO","1750"
"5730","1964 ","Cinematography","NO","4252"
"5731","1964 ","Cinematography","YES","6000"
"5732","1964 ","Cinematography","NO","449"
"5733","1964 ","Cinematography","NO","790"
"5734","1964 ","Cinematography","NO","2455"
"5735","1964 ","Cinematography","YES","2647"
"5736","1964 ","Cinematography","NO","4531"
"5737","1964 ","Costume Design","NO","70"
"5738","1964 ","Costume Design","NO","1750"
"5739","1964 ","Costume Design","NO","2132"
"5740","1964 ","Costume Design","YES","4252"
"5741","1964 ","Costume Design","NO","4545"
"5742","1964 ","Costume Design","NO","449"
"5743","1964 ","Costume Design","NO","2455"
"5744","1964 ","Costume Design","YES","2647"
"5745","1964 ","Costume Design","NO","4531"
"5746","1964 ","Costume Design","NO","5847"
"5747","1964 ","Directing","NO","449"
"5748","1964 ","Directing","NO","1125"
"5749","1964 ","Directing","NO","2455"
"5750","1964 ","Directing","YES","2647"
"5751","1964 ","Directing","NO","6000"
"5762","1964 ","Film Editing","NO","449"
"5763","1964 ","Film Editing","NO","1277"
"5764","1964 ","Film Editing","NO","1750"
"5765","1964 ","Film Editing","YES","2455"
"5766","1964 ","Film Editing","NO","2647"
"5772","1964 ","Makeup","YES","5603"
"5773","1964 ","Music (Scoring)","NO","449"
"5774","1964 ","Music (Scoring)","NO","3923"
"5775","1964 ","Music (Scoring)","NO","1750"
"5776","1964 ","Music (Scoring)","YES","2455"
"5777","1964 ","Music (Scoring)","NO","4302"
"5778","1964 ","Music (Scoring)","NO","67"
"5779","1964 ","Music (Scoring)","NO","2455"
"5780","1964 ","Music (Scoring)","YES","2647"
"5781","1964 ","Music (Scoring)","NO","3141"
"5782","1964 ","Music (Scoring)","NO","4531"
"5783","1964 ","Music (Song)","YES","2455"
"5784","1964 ","Music (Song)","NO","1006"
"5785","1964 ","Music (Song)","NO","1750"
"5786","1964 ","Music (Song)","NO","3141"
"5787","1964 ","Music (Song)","NO","5869"
"5788","1964 ","Best Picture","NO","449"
"5789","1964 ","Best Picture","NO","1125"
"5790","1964 ","Best Picture","NO","2455"
"5791","1964 ","Best Picture","YES","2647"
"5792","1964 ","Best Picture","NO","6000"
"5800","1964 ","Sound","NO","449"
"5801","1964 ","Sound","NO","1277"
"5802","1964 ","Sound","NO","2455"
"5803","1964 ","Sound","YES","2647"
"5804","1964 ","Sound","NO","4531"
"5805","1964 ","Sound Editing","YES","1515"
"5806","1964 ","Sound Editing","NO","4142"
"5807","1964 ","Visual Effects","YES","2455"
"5808","1964 ","Visual Effects","NO","28"
"5809","1964 ","Writing","YES","449"
"5810","1964 ","Writing","NO","1125"
"5811","1964 ","Writing","NO","2455"
"5812","1964 ","Writing","NO","2647"
"5813","1964 ","Writing","NO","6000"
"5814","1964 ","Writing","YES","1277"
"5815","1964 ","Writing","NO","67"
"5816","1964 ","Writing","NO","2802"
"5817","1964 ","Writing","NO","4267"
"5818","1964 ","Writing","NO","3654"
"5829","1963 ","Actor -- Leading Role","NO","Tom Jones "
"5830","1963 ","Actor -- Leading Role","NO","This Sporting Life "
"5831","1963 ","Actor -- Leading Role","NO","Cleopatra "
"5832","1963 ","Actor -- Leading Role","NO","Hud "
"5833","1963 ","Actor -- Leading Role","YES","Lilies of the Field "
"5834","1963 ","Actor -- Supporting Role","NO","Twilight of Honor "
"5835","1963 ","Actor -- Supporting Role","NO","Captain Newman, M.D. "
"5836","1963 ","Actor -- Supporting Role","YES","Hud "
"5837","1963 ","Actor -- Supporting Role","NO","Tom Jones "
"5838","1963 ","Actor -- Supporting Role","NO","The Cardinal "
"5839","1963 ","Actress -- Leading Role","NO","The L-Shaped Room "
"5840","1963 ","Actress -- Leading Role","NO","Irma La Douce "
"5841","1963 ","Actress -- Leading Role","YES","Hud "
"5842","1963 ","Actress -- Leading Role","NO","This Sporting Life "
"5843","1963 ","Actress -- Leading Role","NO","Love with the Proper Stranger "
"5844","1963 ","Actress -- Supporting Role","NO","Tom Jones "
"5845","1963 ","Actress -- Supporting Role","NO","Tom Jones "
"5846","1963 ","Actress -- Supporting Role","NO","Tom Jones "
"5847","1963 ","Actress -- Supporting Role","YES","The V.I.P.s "
"5848","1963 ","Actress -- Supporting Role","NO","Lilies of the Field "
"5849","1963 ","Art Direction","YES","240"
"5850","1963 ","Art Direction","NO","1282"
"5851","1963 ","Art Direction","NO","1738"
"5852","1963 ","Art Direction","NO","2350"
"5853","1963 ","Art Direction","NO","5701"
"5854","1963 ","Art Direction","NO","3785"
"5855","1963 ","Art Direction","YES","849"
"5856","1963 ","Art Direction","NO","880"
"5857","1963 ","Art Direction","NO","1727"
"5858","1963 ","Art Direction","NO","5620"
"5859","1963 ","Cinematography","NO","3707"
"5860","1963 ","Cinematography","NO","3786"
"5861","1963 ","Cinematography","YES","1738"
"5862","1963 ","Cinematography","NO","2291"
"5863","1963 ","Cinematography","NO","2350"
"5864","1963 ","Cinematography","NO","3785"
"5865","1963 ","Cinematography","YES","849"
"5866","1963 ","Cinematography","NO","1727"
"5867","1963 ","Cinematography","NO","1847"
"5868","1963 ","Cinematography","NO","1859"
"5869","1963 ","Costume Design","YES","1282"
"5870","1963 ","Costume Design","NO","2350"
"5871","1963 ","Costume Design","NO","4473"
"5872","1963 ","Costume Design","NO","5656"
"5873","1963 ","Costume Design","NO","5939"
"5874","1963 ","Costume Design","NO","3785"
"5875","1963 ","Costume Design","YES","849"
"5876","1963 ","Costume Design","NO","1727"
"5877","1963 ","Costume Design","NO","4127"
"5878","1963 ","Costume Design","NO","88"
"5879","1963 ","Directing","NO","240"
"5880","1963 ","Directing","NO","3785"
"5881","1963 ","Directing","NO","1282"
"5882","1963 ","Directing","NO","1738"
"5883","1963 ","Directing","YES","5620"
"5893","1963 ","Film Editing","NO","3785"
"5894","1963 ","Film Editing","NO","849"
"5895","1963 ","Film Editing","NO","4011"
"5896","1963 ","Film Editing","YES","1727"
"5897","1963 ","Film Editing","NO","1859"
"5903","1963 ","Music (Scoring)","NO","849"
"5904","1963 ","Music (Scoring)","NO","27"
"5905","1963 ","Music (Scoring)","NO","1727"
"5906","1963 ","Music (Scoring)","NO","1859"
"5907","1963 ","Music (Scoring)","YES","5620"
"5908","1963 ","Music (Scoring)","NO","680"
"5909","1963 ","Music (Scoring)","YES","1847"
"5910","1963 ","Music (Scoring)","NO","88"
"5911","1963 ","Music (Scoring)","NO","3544"
"5912","1963 ","Music (Scoring)","NO","4480"
"5913","1963 ","Music (Song)","YES","2847"
"5914","1963 ","Music (Song)","NO","768"
"5915","1963 ","Music (Song)","NO","1859"
"5916","1963 ","Music (Song)","NO","2573"
"5917","1963 ","Music (Song)","NO","27"
"5918","1963 ","Best Picture","NO","240"
"5919","1963 ","Best Picture","NO","849"
"5920","1963 ","Best Picture","NO","1727"
"5921","1963 ","Best Picture","NO","2291"
"5922","1963 ","Best Picture","YES","5620"
"5933","1963 ","Sound","NO","680"
"5934","1963 ","Sound","NO","709"
"5935","1963 ","Sound","NO","849"
"5936","1963 ","Sound","YES","1727"
"5937","1963 ","Sound","NO","1859"
"5938","1963 ","Sound Editing","NO","60"
"5939","1963 ","Sound Editing","YES","1859"
"5940","1963 ","Visual Effects","NO","3740"
"5941","1963 ","Visual Effects","YES","849"
"5942","1963 ","Writing","NO","709"
"5943","1963 ","Writing","NO","1738"
"5944","1963 ","Writing","NO","2291"
"5945","1963 ","Writing","NO","3544"
"5946","1963 ","Writing","YES","5620"
"5947","1963 ","Writing","NO","240"
"5948","1963 ","Writing","NO","1282"
"5949","1963 ","Writing","NO","3954"
"5950","1963 ","Writing","YES","1727"
"5951","1963 ","Writing","NO","2350"
"5954","1962 ","Actor -- Leading Role","NO","Birdman of Alcatraz "
"5955","1962 ","Actor -- Leading Role","NO","Days of Wine and Roses "
"5956","1962 ","Actor -- Leading Role","NO","Divorce--Italian Style "
"5957","1962 ","Actor -- Leading Role","NO","Lawrence of Arabia "
"5958","1962 ","Actor -- Leading Role","YES","To Kill a Mockingbird "
"5959","1962 ","Actor -- Supporting Role","YES","Sweet Bird of Youth "
"5960","1962 ","Actor -- Supporting Role","NO","What Ever Happened to Baby Jane? "
"5961","1962 ","Actor -- Supporting Role","NO","Birdman of Alcatraz "
"5962","1962 ","Actor -- Supporting Role","NO","Lawrence of Arabia "
"5963","1962 ","Actor -- Supporting Role","NO","Billy Budd "
"5964","1962 ","Actress -- Leading Role","YES","The Miracle Worker "
"5965","1962 ","Actress -- Leading Role","NO","What Ever Happened to Baby Jane? "
"5966","1962 ","Actress -- Leading Role","NO","Long Day's Journey into Night "
"5967","1962 ","Actress -- Leading Role","NO","Sweet Bird of Youth "
"5968","1962 ","Actress -- Leading Role","NO","Days of Wine and Roses "
"5969","1962 ","Actress -- Supporting Role","NO","To Kill a Mockingbird "
"5970","1962 ","Actress -- Supporting Role","YES","The Miracle Worker "
"5971","1962 ","Actress -- Supporting Role","NO","Sweet Bird of Youth "
"5972","1962 ","Actress -- Supporting Role","NO","The Manchurian Candidate "
"5973","1962 ","Actress -- Supporting Role","NO","Birdman of Alcatraz "
"5974","1962 ","Art Direction","NO","997"
"5975","1962 ","Art Direction","NO","4151"
"5976","1962 ","Art Direction","NO","2899"
"5977","1962 ","Art Direction","NO","4300"
"5978","1962 ","Art Direction","YES","5216"
"5979","1962 ","Art Direction","YES","2214"
"5980","1962 ","Art Direction","NO","2500"
"5981","1962 ","Art Direction","NO","2636"
"5982","1962 ","Art Direction","NO","3658"
"5983","1962 ","Art Direction","NO","4582"
"5984","1962 ","Cinematography","NO","515"
"5985","1962 ","Cinematography","YES","4151"
"5986","1962 ","Cinematography","NO","5216"
"5987","1962 ","Cinematography","NO","5710"
"5988","1962 ","Cinematography","NO","5849"
"5989","1962 ","Cinematography","NO","1574"
"5990","1962 ","Cinematography","NO","1617"
"5991","1962 ","Cinematography","YES","2214"
"5992","1962 ","Cinematography","NO","2636"
"5993","1962 ","Cinematography","NO","4582"
"5994","1962 ","Costume Design","NO","997"
"5995","1962 ","Costume Design","NO","4185"
"5996","1962 ","Costume Design","NO","4216"
"5997","1962 ","Costume Design","NO","2917"
"5998","1962 ","Costume Design","YES","5849"
"5999","1962 ","Costume Design","NO","578"
"6000","1962 ","Costume Design","NO","1574"
"6001","1962 ","Costume Design","NO","2500"
"6002","1962 ","Costume Design","NO","2653"
"6003","1962 ","Costume Design","YES","4582"
"6004","1962 ","Directing","NO","976"
"6005","1962 ","Directing","NO","1075"
"6006","1962 ","Directing","YES","2214"
"6007","1962 ","Directing","NO","4216"
"6008","1962 ","Directing","NO","5216"
"6014","1962 ","Film Editing","YES","2214"
"6015","1962 ","Film Editing","NO","4151"
"6016","1962 ","Film Editing","NO","4193"
"6017","1962 ","Film Editing","NO","2500"
"6018","1962 ","Film Editing","NO","2636"
"6024","1962 ","Music (Scoring)","NO","1388"
"6025","1962 ","Music (Scoring)","YES","2214"
"6026","1962 ","Music (Scoring)","NO","2636"
"6027","1962 ","Music (Scoring)","NO","3611"
"6028","1962 ","Music (Scoring)","NO","5216"
"6029","1962 ","Music (Scoring)","NO","508"
"6030","1962 ","Music (Scoring)","NO","1481"
"6031","1962 ","Music (Scoring)","NO","1574"
"6032","1962 ","Music (Scoring)","YES","2500"
"6033","1962 ","Music (Scoring)","NO","4582"
"6034","1962 ","Music (Song)","YES","997"
"6035","1962 ","Music (Song)","NO","2636"
"6036","1962 ","Music (Song)","NO","5710"
"6037","1962 ","Music (Song)","NO","3628"
"6038","1962 ","Music (Song)","NO","5793"
"6039","1962 ","Best Picture","YES","2214"
"6040","1962 ","Best Picture","NO","4151"
"6041","1962 ","Best Picture","NO","2500"
"6042","1962 ","Best Picture","NO","2636"
"6043","1962 ","Best Picture","NO","5216"
"6054","1962 ","Sound","NO","578"
"6055","1962 ","Sound","YES","2214"
"6056","1962 ","Sound","NO","2500"
"6057","1962 ","Sound","NO","3658"
"6058","1962 ","Sound","NO","5849"
"6059","1962 ","Writing","NO","976"
